"V1","V2","V3"
-0.610351898707449,0.115276254713535,-1
-0.602102005854249,0.0658294567838311,-1
-0.90664067491889,-0.42025023046881,1
-0.792383236810565,0.185689479578286,-1
0.796760070603341,0.252723522018641,1
0.836075544822961,-0.542558277957141,-1
-0.570511063560843,0.137846565339714,-1
0.046899601817131,-0.703867304604501,-1
-0.983642348553985,-0.631837691646069,1
-0.734357918612659,0.359074837528169,-1
0.122932499274611,-0.472003182396293,-1
0.0394035833887756,-0.990915155503899,-1
-0.753067754674703,0.199340756982565,-1
-0.777711226604879,0.333516248967499,-1
0.0710594882257283,0.227964100893587,1
-0.887981127016246,-0.644359804224223,1
0.590048782061785,0.948238884098828,1
0.0500846453942358,0.638378455303609,1
-0.589514196384698,0.551792618818581,-1
0.665816309861839,-0.816043138504028,-1
0.297073522116989,0.109216291457415,1
-0.529401516541839,-0.25576668838039,1
0.366527861915529,-0.0702328933402896,-1
0.256148225162178,-0.435784351080656,-1
0.197912332601845,-0.634760275948793,-1
0.596982369665056,-0.82246890803799,-1
0.373402824159712,0.837427797261626,1
0.490121603943408,-0.727103759068996,-1
0.712208601646125,0.112862671725452,1
0.433483488857746,-0.687966003082693,-1
0.357896910980344,-0.335906360298395,-1
-0.472398353274912,-0.317315313499421,1
0.585599144455045,-0.678847696632147,-1
0.688914430327713,0.324847844429314,1
0.0851201727055013,0.606018931139261,1
-0.886440571397543,-0.547889976762235,1
0.524733346421272,-0.448436291888356,-1
-0.0681961756199598,-0.566977921873331,1
0.212029908783734,-0.889023528434336,-1
0.594655183609575,0.692134601064026,1
0.042993784416467,0.109019256196916,1
0.514758065808564,0.615909141488373,1
-0.307637753430754,0.985614385455847,-1
0.144316586665809,0.169386138673872,1
-0.684264758136123,0.845957237761468,-1
0.425890659913421,0.945159337017685,1
0.170800541061908,-0.80746489437297,-1
-0.163255180232227,0.731499109882861,-1
-0.279786126688123,-0.869717999827117,1
0.590577306225896,0.570550500415266,1
0.254927734378725,-0.955231720115989,-1
-0.534363569226116,0.322683537378907,-1
-0.290615981910378,-0.405282204505056,1
-0.968682461883873,-0.769863703753799,1
-0.456093532498926,-0.446600626222789,1
0.917722888290882,0.482442890759557,1
-0.59167050383985,0.264081577304751,-1
-0.184539468027651,0.28128677373752,-1
-0.0672402488999069,-0.92524261912331,1
-0.992366159334779,0.930322302971035,-1
0.934286712668836,0.47360891290009,1
0.962218323722482,0.16923646768555,1
-0.288173197768629,0.739763852208853,-1
-0.270162689499557,-0.907631931826472,1
0.127954293508083,-0.391868594102561,-1
0.892865115776658,-0.180411865003407,-1
-0.716047594789416,0.39843486296013,-1
-0.604135974310338,0.670261933002621,-1
-0.457269279286265,0.231839959975332,-1
-0.83579601533711,0.630332120228559,-1
0.689650644082576,0.354095134418458,1
0.054136339109391,0.0723789189942181,1
0.245910150464624,-0.0163679514080286,-1
0.46623983187601,0.520192266907543,1
0.702896943781525,-0.0435579470358789,-1
-0.471992205828428,-0.876491970848292,1
0.414043839555234,-0.219874741975218,-1
0.799541855230927,0.401851456612349,1
-0.725108197424561,-0.214252857957035,1
0.513348731677979,0.547961801290512,1
0.187942070886493,0.470913351513445,1
-0.403268978465348,0.856614595744759,-1
0.456238033715636,0.770491991657764,1
-0.736048782244325,-0.989309841766953,1
-0.419967636466026,-0.747327683027834,1
-0.377081408165395,-0.028887752443552,1
-0.720066440291703,0.317634752951562,-1
0.108616741839796,0.168400665745139,1
0.350794697646052,-0.725830001290888,-1
-0.573844627011567,0.330081961583346,-1
0.411306866910309,0.159921491518617,1
0.416552554816008,0.356543198227882,1
-0.172818353399634,0.548021361231804,-1
0.0671499380841851,-0.0952739049680531,-1
-0.177879343274981,-0.5940991952084,1
0.728761496953666,0.386438850313425,1
0.343649086076766,0.875972159206867,1
-0.685204011388123,-0.117147935088724,1
0.391263984609395,0.630857999436557,1
-0.153642584104091,0.837607031688094,-1
-0.796645292080939,-0.437151532620192,1
-0.227842312771827,-0.42866467544809,1
-0.228976960293949,-0.976611983031034,1
0.82956767315045,0.0257775271311402,1
-0.798320758156478,0.0845294520258904,-1
0.807381985709071,-0.686933014541864,-1
0.78465991653502,0.904630406294018,1
0.76746586477384,0.0831391867250204,1
0.124665829818696,0.602754630614072,1
0.832238359376788,-0.300272612832487,-1
-0.360235707368702,-0.671144157182425,1
-0.174928200431168,-0.802418604958802,1
0.0125726209953427,0.18876230251044,1
0.844400639645755,-0.607152280397713,-1
0.142242880072445,0.851358331274241,1
0.908761035650969,-0.292677281424403,-1
0.264981789048761,0.218702333513647,1
-0.663502540905029,0.0833421438001096,-1
-0.134682617615908,0.533688001800328,-1
-0.247687571682036,0.507926430553198,-1
0.928381006233394,-0.14211725955829,-1
-0.879534848034382,0.237676833756268,-1
0.999172055162489,0.896525997202843,1
-0.796496093273163,-0.192158469930291,1
0.536320195533335,-0.735774128697813,-1
0.308435207232833,0.364226147532463,1
-0.77013749210164,0.0931686111725867,-1
0.513039975892752,-0.235153248999268,-1
0.520874220877886,-0.45354504045099,-1
-0.319705044385046,0.531806095503271,-1
0.337749981787056,-0.886919945944101,-1
-0.994815747253597,0.103471808601171,-1
0.35089552635327,0.610465756151825,1
-0.152858729939908,0.100547180976719,-1
-0.239740804769099,0.547889933455735,-1
0.992797879036516,0.218463622033596,1
-0.195697678718716,-0.971435617655516,1
0.136726958211511,0.294243101496249,1
-0.952427149284631,-0.43753463216126,1
-0.537786726374179,0.168274344410747,-1
0.413762904237956,0.441226097289473,1
-0.999925772193819,0.127071173395962,-1
-0.738959680311382,-0.503018457442522,1
-0.478949112817645,0.86640766216442,-1
0.550937566906214,-0.233377079013735,-1
0.876065759453923,0.468211935367435,1
-0.68757429998368,-0.471761401742697,1
-0.798431803938001,0.996956046205014,-1
0.871626659762114,0.230789217166603,1
-0.179220963735133,0.833572106435895,-1
0.232473484706134,-0.0341709633357823,-1
-0.191848250571638,-0.754544609226286,1
-0.753872069530189,-0.967341050971299,1
0.299549377057701,-0.606836805120111,-1
0.173720516264439,0.0154540268704295,1
-0.800362919922918,0.194169387221336,-1
0.693753031082451,-0.654224947560579,-1
0.0640127034857869,-0.423145084176213,-1
-0.753088635858148,0.863102020230144,-1
-0.434253044892102,0.606815767940134,-1
-0.743664807640016,-0.185467029456049,1
-0.585071161855012,-0.294050489086658,1
-0.590826419182122,0.696130242198706,-1
0.883876612875611,0.506947965361178,1
-0.685138897038996,0.278965405654162,-1
-0.459734254051,0.513653115835041,-1
0.416421802714467,0.606458727736026,1
0.793601864948869,-0.76863918453455,-1
-0.863294597715139,0.230641193687916,-1
-0.327107244171202,-0.105711071752012,1
0.835365204140544,-0.424799871630967,-1
-0.871460129972547,-0.198504574131221,1
0.496665857266635,-0.401884418446571,-1
-0.366881018038839,-0.858091329690069,1
0.991089734248817,0.532259896863252,1
0.941272852476686,-0.81598424911499,-1
-0.716463265940547,-0.582502607256174,1
0.203369673341513,-0.311553869396448,-1
0.0439382861368358,0.629420362878591,1
-0.258221894968301,0.441292061470449,-1
-0.961883518844843,0.161653918214142,-1
-0.945984310936183,-0.449341332074255,1
0.640900569502264,-0.696614188607782,-1
-0.644594161771238,-0.980891327839345,1
0.169828763697296,0.156350647564977,1
0.458802484441549,0.571004199795425,1
0.349256806075573,-0.36777278361842,-1
-0.0320994886569679,-0.158767194021493,1
0.713184754829854,-0.0912788189016283,-1
-0.520940545015037,0.489259290508926,-1
0.983887389302254,0.656199414748698,1
-0.243673359975219,0.90582401258871,-1
0.373069036286324,0.644350813701749,1
0.605458211619407,-0.260747560765594,-1
0.88577131042257,-0.337976201437414,-1
-0.218958841171116,-0.962146409787238,1
0.139168055728078,0.250831014942378,1
-0.995020689442754,-0.143295359332114,1
-0.301618357189,-0.224473276175559,1
-0.611555934883654,-0.612600886262953,1
